"","date","artist","track","album"
"15055",2019-09-02 14:54:57,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15056",2019-09-02 14:52:16,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15057",2019-09-02 14:45:19,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15058",2019-09-02 14:37:34,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15059",2019-09-02 14:05:17,"2Pac","I Get Around","Strictly 4 My N.I.G.G.A.Z..."
"15060",2019-09-02 02:49:16,"2Pac","All Eyez on Me","All Eyez on Me"
"15061",2019-09-02 02:44:33,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15062",2019-09-02 02:39:36,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15063",2019-09-02 02:31:23,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","The 10th Anniversary Collection: The Sex, the Soul & the Street"
"15064",2019-09-02 02:26:04,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15065",2019-09-02 02:21:01,"2Pac","Only God Can Judge Me","All Eyez on Me"
"15066",2019-09-02 02:18:00,"2Pac","Changes","The Best of 2Pac - Pt. 1: Thug"
"15067",2019-09-02 02:13:04,"2Pac","All Eyez on Me","All Eyez on Me"
"15068",2019-09-02 02:07:37,"Tool","The Pot","10,000 Days"
"15069",2019-09-02 02:00:14,"Tool","Vicarious","10,000 Days"
"15070",2019-09-02 00:26:00,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15071",2019-09-02 00:22:36,"Lamb of God","Black Label - Live Album Version","Killadelphia"
"15072",2019-09-02 00:16:24,"Lamb of God","What I've Become - Live Album Version","Killadelphia"
"15073",2019-09-02 00:11:32,"Lamb of God","Omerta - Live Album Version","Killadelphia"
"15074",2019-09-02 00:07:36,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15075",2019-09-02 00:03:49,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15076",2019-09-01 23:50:52,"Lamb of God","Hourglass - Live Album Version","Killadelphia"
"15077",2019-09-01 23:47:01,"Lamb of God","Laid To Rest - Live Album Version","Killadelphia"
"15078",2019-09-01 23:43:26,"Lamb of God","Hourglass - Live Album Version","Killadelphia"
"15079",2019-09-01 23:39:37,"Lamb of God","Laid To Rest - Live Album Version","Killadelphia"
"15080",2019-09-01 23:35:50,"Lamb of God","Laid To Rest - Live Album Version","Killadelphia"
"15081",2019-09-01 23:31:43,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15082",2019-09-01 23:26:43,"The Unguided","Heartseeker","Lust And Loathing"
"15083",2019-09-01 23:22:26,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15084",2019-09-01 23:18:19,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15085",2019-09-01 23:14:51,"The Unguided","Phoenix down","Phoenix Down"
"15086",2019-09-01 16:14:52,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15087",2019-09-01 16:09:25,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15088",2019-09-01 16:04:18,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15089",2019-09-01 16:01:11,"The Unguided","Phoenix down","Phoenix Down"
"15090",2019-09-01 15:59:07,"The Unguided","Phoenix down","Phoenix Down"
"15091",2019-09-01 15:55:38,"The Unguided","Heartseeker","Lust And Loathing"
"15092",2019-09-01 15:53:05,"The Unguided","Nighttaker (Bonus Track)","And The Battle Royale"
"15093",2019-09-01 15:48:29,"The Unguided","Heartseeker","Lust And Loathing"
"15094",2019-09-01 05:59:52,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"15095",2019-09-01 05:53:53,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"15096",2019-09-01 05:49:41,"Amon Amarth","Twilight of the Thunder God","Twilight of the Thunder God"
"15097",2019-09-01 05:44:48,"Dark Tranquillity","Focus Shift","Fiction"
"15098",2019-09-01 05:41:12,"Dark Tranquillity","Focus Shift","Fiction"
"15099",2019-09-01 05:36:59,"Dark Tranquillity","Misery's Crown","Fiction"
"15100",2019-09-01 05:32:58,"Dark Tranquillity","Focus Shift","Fiction"
"15101",2019-09-01 05:28:45,"Dark Tranquillity","Misery's Crown","Fiction"
"15102",2019-09-01 05:25:00,"Dark Tranquillity","Focus Shift","Fiction"
"15103",2019-09-01 05:20:47,"Dark Tranquillity","Misery's Crown","Fiction"
"15104",2019-09-01 05:18:43,"Dark Tranquillity","Focus Shift","Fiction"
"15105",2019-09-01 05:14:46,"Dark Tranquillity","Misery's Crown","Fiction"
"15106",2019-09-01 05:09:58,"Dark Tranquillity","Icipher","Fiction"
"15107",2019-09-01 05:05:24,"Dark Tranquillity","Icipher","Fiction"
"15108",2019-09-01 05:00:08,"The Unguided","Death's Sting","And The Battle Royale"
"15109",2019-09-01 04:51:25,"The Unguided","Nighttaker (Bonus Track)","And The Battle Royale"
"15110",2019-09-01 04:47:36,"The Unguided","Phoenix down","Phoenix Down"
"15111",2019-09-01 04:43:07,"The Unguided","Nighttaker (Bonus Track)","And The Battle Royale"
"15112",2019-09-01 04:38:30,"The Unguided","Heartseeker","Lust And Loathing"
"15113",2019-09-01 04:28:14,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15114",2019-09-01 04:24:51,"KDrew","Signals","Signals - EP"
"15115",2019-09-01 04:21:58,"Coheed and Cambria","Delirium Trigger","The Second Stage Turbine Blade (Re-Issue)"
"15116",2019-09-01 04:19:17,"Coheed and Cambria","Delirium Trigger","The Second Stage Turbine Blade (Re-Issue)"
"15117",2019-09-01 04:14:48,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15118",2019-09-01 04:11:35,"The Unguided","Phobos Grip","Lust And Loathing"
"15119",2019-09-01 04:06:47,"The Unguided","Heartseeker","Lust And Loathing"
"15120",2019-09-01 04:03:55,"The Unguided","Legendary","And The Battle Royale"
"15121",2019-09-01 03:56:58,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15122",2019-09-01 03:53:15,"Mors Principium Est","Reclaim the Sun","Embers Of A Dying World"
"15123",2019-09-01 03:49:23,"Sonic Syndicate","Denied","Only Inhuman - Tour Edition"
"15124",2019-09-01 03:45:34,"Disarmonia Mundi","Celestial Furnace","Mind Tricks (Extended Version)"
"15125",2019-09-01 03:42:36,"Dead by April","Mystery","Mystery"
"15126",2019-09-01 03:39:13,"Before the Dawn","Deadsong","Deadlight"
"15127",2019-09-01 03:34:26,"The Unguided","Inherit the Earth","Hell Frost"
"15128",2019-09-01 03:30:25,"The Unguided","Phoenix Down - Cert-8 Remix","Phoenix Down"
"15129",2019-09-01 03:26:18,"The Unguided","Phoenix Down - Triangular Ascension Remix","Phoenix Down"
"15130",2019-09-01 03:21:11,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15131",2019-09-01 03:17:35,"The Unguided","Phoenix down","Phoenix Down"
"15132",2019-09-01 03:12:47,"Linkin Park","What I've Done","Minutes to Midnight"
"15133",2019-09-01 03:09:41,"Linkin Park","Numb","Meteora"
"15134",2019-09-01 03:06:06,"Linkin Park","In the End","Hybrid Theory (Bonus Edition)"
"15135",2019-09-01 03:02:22,"Linkin Park","What I've Done","Minutes to Midnight"
"15136",2019-09-01 02:58:42,"Linkin Park","Numb","Meteora"
"15137",2019-09-01 02:55:07,"Linkin Park","In the End","Hybrid Theory (Bonus Edition)"
"15138",2019-09-01 02:51:56,"Linkin Park","In the End","Hybrid Theory (Bonus Edition)"
"15139",2019-09-01 02:49:12,"Linkin Park","In the End","Hybrid Theory (Bonus Edition)"
"15140",2019-09-01 02:46:20,"myuu","Numb (Piano Version)","Numb (Piano Version)"
"15141",2019-09-01 02:42:08,"Apocalyptica","I Don't Care (feat. Adam Gontier)","Worlds Collide"
"15142",2019-09-01 02:38:46,"myuu","Numb (Piano Version)","Numb (Piano Version)"
"15143",2019-09-01 02:35:24,"Linkin Park","Numb","Meteora"
"15144",2019-09-01 02:32:19,"Linkin Park","Numb","Meteora"
"15145",2019-09-01 01:54:57,"myuu","Numb (Piano Version)","Numb (Piano Version)"
"15146",2019-09-01 01:49:55,"myuu","Numb (Piano Version)","Numb (Piano Version)"
"15147",2019-09-01 01:46:03,"myuu","Numb (Piano Version)","Numb (Piano Version)"
"15148",2019-09-01 00:24:19,"Lamb of God","Laid To Rest - Live Album Version","Killadelphia"
"15149",2019-09-01 00:20:35,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15150",2019-09-01 00:16:31,"2Pac","All Eyez on Me","All Eyez on Me"
"15151",2019-09-01 00:12:45,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15152",2019-09-01 00:09:40,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15153",2019-09-01 00:05:54,"Lamb of God","Ruin - Live Album Version","Killadelphia"
"15154",2019-09-01 00:00:38,"Lamb of God","Laid To Rest - Pre-Production Demo","Ashes of the Wake (15th Anniversary)"
"15155",2019-08-31 23:54:31,"Lamb of God","Remorse Is for the Dead","Ashes of the Wake (15th Anniversary)"
"15156",2019-08-31 23:42:25,"Lamb of God","Ashes of the Wake","Ashes of the Wake (15th Anniversary)"
"15157",2019-08-31 23:38:44,"Lamb of God","Break You","Ashes of the Wake (15th Anniversary)"
"15158",2019-08-31 23:34:44,"Lamb of God","One Gun","Ashes of the Wake (15th Anniversary)"
"15159",2019-08-31 23:30:21,"Lamb of God","Blood Of The Scribe","Ashes of the Wake (15th Anniversary)"
"15160",2019-08-31 23:25:37,"Lamb of God","Omerta","Ashes of the Wake (15th Anniversary)"
"15161",2019-08-31 23:20:49,"Lamb of God","The Faded Line","Ashes of the Wake (15th Anniversary)"
"15162",2019-08-31 23:17:09,"Lamb of God","Now You've Got Something To Die For","Ashes of the Wake (15th Anniversary)"
"15163",2019-08-31 23:13:09,"Lamb of God","Hourglass","Ashes of the Wake (15th Anniversary)"
"15164",2019-08-31 23:09:34,"Lamb of God","Laid To Rest - Pre-Production Demo","Ashes of the Wake (15th Anniversary)"
"15165",2019-08-31 23:04:44,"Slipknot","Duality","Vol. 3: The Subliminal Verses [Special Package]"
"15166",2019-08-31 23:01:20,"Dark Tranquillity","Focus Shift","Fiction"
"15167",2019-08-31 22:57:07,"Dark Tranquillity","Misery's Crown","Fiction"
"15168",2019-08-31 22:54:06,"Lamb of God","Desolation","Resolution"
"15169",2019-08-31 22:51:37,"Lamb of God","Laid to Rest","Ashes of the Wake"
"15170",2019-08-31 22:47:54,"Lamb of God","Laid to Rest","Ashes of the Wake"
"15171",2019-08-31 22:43:19,"Lamb of God","512","VII: Sturm Und Drang"
"15172",2019-08-31 22:39:09,"Lamb of God","Blood Of The Scribe","Ashes of the Wake"
"15173",2019-08-31 22:35:16,"Green Day","American Idiot","American Idiot"
"15174",2019-08-31 22:32:08,"Bowling for Soup","Don't Be A Dick","Drunk Dynasty"
"15175",2019-08-31 22:27:05,"Tristam","Truth","Monstercat 010 - Conquest"
"15176",2019-08-31 22:23:49,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15177",2019-08-31 22:19:26,"Battle Beast","King For A Day","Bringer Of Pain"
"15178",2019-08-31 22:15:11,"Five Finger Death Punch","Wash it All Away","Got Your Six"
"15179",2019-08-31 22:10:17,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15180",2019-08-31 21:12:41,"Arch Enemy","The Eagle Flies Alone - edit","Will to Power"
"15181",2019-08-31 21:08:41,"Arch Enemy","Nemesis","Doomsday Machine"
"15182",2019-08-31 21:03:01,"Arch Enemy","War Eternal","War Eternal"
"15183",2019-08-31 20:58:56,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15184",2019-08-31 20:55:26,"Stratovarius","Hunting High and Low - Remastered 2016","Best Of"
"15185",2019-08-31 20:51:28,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15186",2019-08-31 20:44:47,"Tool","Forty Six & 2","Ænima"
"15187",2019-08-31 20:39:53,"Tool","Sober","Undertow"
"15188",2019-08-31 20:37:15,"2Pac","All Eyez on Me","All Eyez on Me"
"15189",2019-08-31 20:32:46,"2Pac","Only God Can Judge Me","All Eyez on Me"
"15190",2019-08-31 20:27:52,"2Pac","All Eyez on Me","All Eyez on Me"
"15191",2019-08-30 20:12:25,"Coheed and Cambria","Welcome Home","Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness"
"15192",2019-08-30 20:07:54,"Sacrilege","Sorg","the Fifth Season"
"15193",2019-08-30 20:05:40,"Dark Tranquillity","Mine is the Grandeur","The Gallery"
"15194",2019-08-30 19:59:44,"Persefone","Consciousness (Pt.2) : A Path to Enlightenment","Spiritual Migration"
"15195",2019-08-30 19:55:26,"Dark Tranquillity","Ex Nihilo - remastered version 2009","Damage Done (Re-issue 2009 + Bonus)"
"15196",2019-08-30 19:51:42,"Sacrilege","Sorg","the Fifth Season"
"15197",2019-08-30 19:46:59,"Hollywood Undead","GOTTA LET GO","Gotta Let Go"
"15198",2019-08-30 19:42:23,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15199",2019-08-30 19:39:19,"The Unguided","Phoenix down","Phoenix Down"
"15200",2019-08-30 19:34:44,"Polyphia","87","Muse"
"15201",2019-08-30 19:30:51,"David Guetta","Titanium (feat. Sia)","Nothing But The Beat (Ultimate Edition)"
"15202",2019-08-30 19:25:18,"Demon Hunter","I Am a Stone","True Defiance (Deluxe Edition)"
"15203",2019-08-30 19:22:27,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15204",2019-08-30 19:19:48,"The Unguided","Phoenix Down - Nic Zardo Remix","Phoenix Down"
"15205",2019-08-30 19:15:42,"The Unguided","Phoenix Down - Zardonic Remix","Phoenix Down"
"15206",2019-08-30 19:11:05,"The Unguided","Phoenix down","Phoenix Down"
"15207",2019-08-30 19:04:13,"Demon Hunter","I Am a Stone","True Defiance (Deluxe Edition)"
"15208",2019-08-30 18:59:54,"Accept","Life's A Bitch","Life's a Bitch"
"15209",2019-08-30 18:55:52,"Lamb of God","Laid To Rest - Pre-Production Demo","Ashes of the Wake (15th Anniversary)"
"15210",2019-08-30 18:52:22,"Soilwork","The Ageless Whisper","Verkligheten"
"15211",2019-08-30 18:47:42,"Soilwork","Stålfågel","Verkligheten"
"15212",2019-08-30 18:42:13,"Soilwork","The Nurturing Glance","Verkligheten"
"15213",2019-08-30 18:38:29,"Soilwork","Bleeder Despoiler","Verkligheten"
"15214",2019-08-30 18:37:47,"Accept","Life's A Bitch","Life's a Bitch"
"15215",2019-08-30 18:34:02,"Accept","Life's A Bitch","Life's a Bitch"
"15216",2019-08-30 18:30:27,"KDrew","Signals","Signals - EP"
"15217",2019-08-30 18:25:26,"Coheed and Cambria","Delirium Trigger","The Second Stage Turbine Blade (Re-Issue)"
"15218",2019-08-30 18:21:10,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15219",2019-08-30 18:16:55,"KDrew","Signals","Signals - EP"
"15220",2019-08-30 18:12:39,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15221",2019-08-30 18:06:51,"KDrew","Signals","Signals - EP"
"15222",2019-08-30 18:02:34,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15223",2019-08-30 17:54:50,"Tool","Vicarious","10,000 Days"
"15224",2019-08-30 17:48:41,"Tool","Forty Six & 2","Ænima"
"15225",2019-08-30 17:43:46,"Tool","Sober","Undertow"
"15226",2019-08-30 17:37:37,"Tool","The Pot","10,000 Days"
"15227",2019-08-30 17:33:36,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15228",2019-08-30 17:28:43,"Stratovarius","Hunting High and Low - Remastered 2016","Best Of"
"15229",2019-08-30 16:00:02,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15230",2019-08-30 15:56:44,"2Pac","Hit 'Em Up (Featuring tha Outlawz)","Greatest Hits"
"15231",2019-08-30 15:53:45,"2Pac","Only God Can Judge Me","All Eyez on Me"
"15232",2019-08-30 15:49:57,"2Pac","All Eyez on Me","All Eyez on Me"
"15233",2019-08-30 15:45:16,"2Pac","Only God Can Judge Me","All Eyez on Me"
"15234",2019-08-30 15:42:01,"2Pac","Only God Can Judge Me","All Eyez on Me"
"15235",2019-08-30 15:37:24,"2Pac","All Eyez on Me","All Eyez on Me"
"15236",2019-08-30 15:34:33,"Lamb of God","Laid to Rest","Ashes of the Wake"
"15237",2019-08-30 15:23:02,"Lamb of God","512","VII: Sturm Und Drang"
"15238",2019-08-30 15:19:37,"Bowling for Soup","Don't Be A Dick","Drunk Dynasty"
"15239",2019-08-30 15:14:51,"Tristam","Truth","Monstercat 010 - Conquest"
"15240",2019-08-30 15:11:35,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15241",2019-08-30 15:08:26,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15242",2019-08-30 15:04:55,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15243",2019-08-30 15:01:24,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15244",2019-08-30 14:57:01,"Battle Beast","King For A Day","Bringer Of Pain"
"15245",2019-08-30 04:58:14,"666","Supa Dupa Fly (Radio Version)","Supa Dupa Fly"
"15246",2019-08-30 04:54:29,"DJ Toxic","Secret Melody","Anastasia"
"15247",2019-08-30 03:40:37,"Rammstein","Deutschland","Deutschland"
"15248",2019-08-30 02:57:18,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"15249",2019-08-30 02:53:52,"Dark Tranquillity","Focus Shift","Fiction"
"15250",2019-08-30 02:43:40,"Dark Tranquillity","Misery's Crown","Fiction"
"15251",2019-08-30 02:39:50,"Dark Tranquillity","Misery's Crown","Fiction"
"15252",2019-08-30 02:34:28,"Lamb of God","Laid to Rest","Ashes of the Wake"
"15253",2019-08-30 02:30:02,"Lamb of God","512","VII: Sturm Und Drang"
"15254",2019-08-30 02:26:36,"Disturbed","Down With the Sickness","The Sickness (10th Anniversary Edition)"
"15255",2019-08-30 02:23:36,"Green Day","American Idiot","American Idiot"
"15256",2019-08-30 02:20:29,"Bowling for Soup","Don't Be A Dick","Drunk Dynasty"
"15257",2019-08-30 02:16:30,"Tristam","Truth","Monstercat 010 - Conquest"
"15258",2019-08-30 02:13:14,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15259",2019-08-29 15:50:58,"Lamb of God","Laid to Rest","Ashes of the Wake"
"15260",2019-08-29 15:46:27,"Lamb of God","512","VII: Sturm Und Drang"
"15261",2019-08-29 15:45:37,"Arch Enemy","The World Is Yours","Will to Power"
"15262",2019-08-29 15:40:51,"Arch Enemy","The World Is Yours","Will to Power"
"15263",2019-08-29 15:36:08,"Arch Enemy","The Eagle Flies Alone - edit","Will to Power"
"15264",2019-08-29 15:31:19,"Iron Maiden","Aces High - 2015 Remaster","Powerslave (1998 Remastered Edition)"
"15265",2019-08-29 15:25:29,"Iron Maiden","2 Minutes To Midnight - 2015 Remaster","Powerslave (1998 Remastered Edition)"
"15266",2019-08-29 15:21:05,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time"
"15267",2019-08-29 15:16:05,"Iron Maiden","The Trooper - 2015 Remaster","Piece Of Mind (1998 Remastered Edition)"
"15268",2019-08-29 15:09:06,"Iron Maiden","Hallowed Be Thy Name - 2015 Remaster","The Number Of The Beast (2015 Remaster)"
"15269",2019-08-29 04:28:38,"Lamb of God","Laid To Rest - Pre-Production Demo","Ashes of the Wake (15th Anniversary)"
"15270",2019-08-29 04:26:04,"Soilwork","Arrival","Verkligheten"
"15271",2019-08-29 04:24:19,"Soilwork","Verkligheten","Verkligheten"
"15272",2019-08-29 04:18:31,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"15273",2019-08-29 04:15:07,"Bossfight","Charge","Charge"
"15274",2019-08-29 04:11:22,"Accept","Life's A Bitch","Life's a Bitch"
"15275",2019-08-29 04:08:39,"Accept","Life's A Bitch","Life's a Bitch"
"15276",2019-08-29 04:05:16,"Horizon Ignited","Equal in Death","After the Storm"
"15277",2019-08-29 04:00:52,"Lamb of God","Blood Of The Scribe","Ashes of the Wake"
"15278",2019-08-29 03:57:06,"Lamb of God","Laid To Rest - Pre-Production Demo","Ashes of the Wake (15th Anniversary)"
"15279",2019-08-29 03:50:30,"Coheed and Cambria","Delirium Trigger","The Second Stage Turbine Blade (Re-Issue)"
"15280",2019-08-29 03:46:01,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15281",2019-08-29 03:40:42,"Slipknot","Duality","Vol. 3: The Subliminal Verses [Special Package]"
"15282",2019-08-29 01:22:29,"Iron Maiden","The Number Of The Beast - 2015 Remaster","The Number Of The Beast (2015 Remaster)"
"15283",2019-08-29 01:15:39,"Iron Maiden","Fear of the Dark - 2015 Remaster","Fear Of The Dark (2015 Remaster)"
"15284",2019-08-29 01:15:27,"Iron Maiden","The Trooper - 2015 Remaster","Piece of Mind (2015 Remaster)"
"15285",2019-08-29 01:11:16,"Iron Maiden","The Trooper - 2015 Remaster","Piece of Mind (2015 Remaster)"
"15286",2019-08-28 15:38:50,"Amon Amarth","Raise Your Horns","Jomsviking"
"15287",2019-08-28 15:34:47,"Killswitch Engage","My Curse","As Daylight Dies (Special Edition)"
"15288",2019-08-28 15:31:02,"Slipknot","Duality","Vol. 3: The Subliminal Verses [Special Package]"
"15289",2019-08-28 15:27:03,"Deftones","My Own Summer (Shove It)","Around the Fur"
"15290",2019-08-28 15:21:54,"Rammstein","Deutschland","Deutschland"
"15291",2019-08-28 15:17:16,"Tristam","Truth","Monstercat 010 - Conquest"
"15292",2019-08-28 15:13:59,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"15293",2019-08-28 15:09:51,"Eskimo Callboy","Best Day","Best Day"
"15294",2019-08-28 15:05:40,"Miss May I","Shadows Inside","Shadows Inside"
"15295",2019-08-28 15:01:52,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15296",2019-08-28 14:58:20,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15297",2019-08-28 14:54:35,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15298",2019-08-28 14:50:42,"Stratovarius","Hunting High and Low - Remastered 2016","Best Of"
"15299",2019-08-28 14:47:48,"Stratovarius","Hunting High and Low - Remastered 2016","Best Of"
"15300",2019-08-28 03:56:16,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)",NA
"15301",2019-08-28 01:29:56,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"15302",2019-08-28 01:26:34,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"15303",2019-08-28 01:22:54,"Accept","Life's A Bitch","Life's a Bitch"
"15304",2019-08-28 01:21:06,"Horizon Ignited","Equal in Death","After the Storm"
"15305",2019-08-28 01:18:51,"Lamb of God","Blood Of The Scribe","Ashes of the Wake"
"15306",2019-08-28 01:16:56,"KDrew","Signals","Signals - EP"
"15307",2019-08-28 01:14:06,"KDrew","Signals","Signals - EP"
"15308",2019-08-28 01:10:52,"KDrew","Signals","Signals - EP"
"15309",2019-08-28 01:07:06,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15310",2019-08-28 01:07:06,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15311",2019-08-28 01:05:02,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15312",2019-08-28 01:00:54,"Instant Remedy","Last Ninja: The Wastelands (club version)","Instant Remedy"
"15313",2019-08-28 00:57:54,"Disturbed","Land of Confusion","Ten Thousand Fists"
"15314",2019-08-28 00:53:10,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15315",2019-08-28 00:49:39,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15316",2019-08-28 00:46:37,"Intercom","The Upside Down (Stranger Things Inspired)","The Upside Down (Stranger Things Inspired)"
"15317",2019-08-28 00:43:07,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15318",2019-08-28 00:37:39,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15319",2019-08-28 00:35:19,"Vicetone","Nothing Stopping Me (feat. Kat Nestel)","Nothing Stopping Me (feat. Kat Nestel)"
"15320",2019-08-28 00:28:59,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15321",2019-08-28 00:24:39,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15322",2019-08-28 00:14:58,"Tool","Parabola","Lateralus"
"15323",2019-08-28 00:10:04,"Tool","Prison Sex","Undertow"
"15324",2019-08-28 00:03:38,"Tool","Ænema","Ænima"
"15325",2019-08-28 00:03:28,"Tool","Vicarious","10,000 Days"
"15326",2019-08-27 23:56:22,"Tool","Vicarious","10,000 Days"
"15327",2019-08-27 23:50:55,"Tool","Sober","Undertow"
"15328",2019-08-27 23:45:05,"Tool","Forty Six & 2","Ænima"
"15329",2019-08-27 23:38:56,"Tool","The Pot","10,000 Days"
"15330",2019-08-27 23:33:45,"Tool","Sober","Undertow"
"15331",2019-08-27 15:39:43,"Disarmonia Mundi","Nihilistic Overdrive (Remix)","Mind Tricks (Extended Version)"
"15332",2019-08-27 15:31:01,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"15333",2019-08-27 15:27:30,"In Flames","Tilt","A Sense Of Purpose (Re-issue 2014)"
"15334",2019-08-27 15:23:51,"In Flames","Tilt","A Sense Of Purpose (Re-issue 2014)"
"15335",2019-08-27 15:19:09,"Dark Tranquillity","Lost to Apathy","Character"
"15336",2019-08-27 15:15:11,"Lamb of God","Requiem","Sacrament"
"15337",2019-08-27 15:12:29,"Miss May I","Hey Mister","At Heart"
"15338",2019-08-27 15:08:47,"Miss May I","Shadows Inside","Shadows Inside"
"15339",2019-08-27 15:05:39,"Miss May I","Shadows Inside","Shadows Inside"
"15340",2019-08-27 15:00:24,"Tool","Sober","Undertow"
"15341",2019-08-27 14:56:17,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15342",2019-08-27 14:52:25,"Stratovarius","Eagleheart - Remastered 2016","Best Of"
"15343",2019-08-27 14:48:31,"Stratovarius","Hunting High and Low - Remastered 2016","Best Of"
"15344",2019-08-27 14:44:14,"Eskimo Callboy","Best Day","Best Day"
"15345",2019-08-27 14:40:36,"Disturbed","Inside the Fire","Indestructible (Deluxe Edition)"
"15346",2019-08-27 14:35:38,"Lamb of God","512","VII: Sturm Und Drang"
"15347",2019-08-26 19:35:19,"Tool","Sober","Undertow"
"15348",2019-08-26 19:30:53,"Tool","Forty Six & 2","Ænima"
"15349",2019-08-26 19:24:43,"Tool","The Pot","10,000 Days"
"15350",2019-08-26 17:38:10,"Dark Tranquillity","Focus Shift","Fiction"
"15351",2019-08-26 17:36:02,"Dark Tranquillity","Focus Shift","Fiction"
